,memo_id,task_id,memo_type_id,proj_id,task_memo
148,1384622,12457185,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
149,1384623,12457186,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
150,1384624,12457189,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
151,1384625,12457190,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
152,1384626,12457192,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
153,1384627,12457193,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
154,1384628,12457195,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
155,1384629,12457196,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
156,1384630,12457198,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
157,1384631,12457199,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
158,1384632,12457201,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
159,1384633,12457202,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
160,1384634,12457204,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
161,1384635,12457205,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
162,1384636,12457206,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Plant L.O. thru start erection of pipe 58 weeks</FONT></BODY></HTML>"
163,1384637,12457248,20,14517,<HTML><BODY bgColor=#ffffff>Changed Successor due to out of sequence work.&nbsp; Equipment was set prior to paving.&nbsp; Deleted Eqp erection and added Piping Erection (which was a successor to Equipment).</BODY></HTML>
164,1384638,12457606,64,14517,<HTML><BODY bgColor=#ffffff><P>378 Area Pipe</P><P>&nbsp;</P></BODY></HTML>
165,1384639,12457616,64,14517,<HTML><BODY bgColor=#ffffff><P>47 Area Pipes</P><P>&nbsp;</P></BODY></HTML>
166,1384640,12457623,64,14517,<HTML><BODY bgColor=#ffffff><P>22 Area Pipe</P><P>&nbsp;</P></BODY></HTML>
167,1384641,12457639,64,14517,<HTML><BODY bgColor=#ffffff><P>100 Area Pipes</P><P>&nbsp;</P></BODY></HTML>
168,1384642,12457653,64,14517,<HTML><BODY bgColor=#ffffff><P>56 Area Pipe</P><P>&nbsp;</P></BODY></HTML>
169,1384643,12457658,23,14517,<HTML><BODY bgColor=#ffffff>Monterray is complete 6-3-05; needs exchanger seeting plans to finalize planning</BODY></HTML>
170,1384644,12457662,64,14517,<HTML><BODY bgColor=#ffffff><P>77 Area Pipe</P><P>&nbsp;</P></BODY></HTML>
171,1384645,12457685,64,14517,<HTML><BODY bgColor=#ffffff>44 Area Pipe</BODY></HTML>
172,1384646,12457692,22,14517,<HTML><BODY bgColor=#ffffff>02B ML313&nbsp; 160-L - Piping Prod. V. Data&nbsp; 30-May-06</BODY></HTML>
173,1384647,12457904,33,14517,<HTML><BODY bgColor=#ffffff><P><FONT size=1>MF302-2001-JA/JB</FONT></P><P>&nbsp;</P></BODY></HTML>
174,1384648,12458130,20,14517,"Utilize FMCL as Basis for ERW's
MEC Scope"
175,1384649,12458133,20,14517,"Utilize FMCL as Basis for ERW's
MEC Scope"
176,1384650,12458134,20,14517,"Utilize FMCL as Basis for ERW's
MEC Scope"
177,1384651,12458135,20,14517,Utilize FMCL as Basis for ERW's
178,1384652,12458146,20,14517,"Utilize FMCL as Basis for ERW's
MEC Scope"
179,1384653,12458162,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
180,1384654,12458164,20,14517,"102-F1/F2, 104-F, 144-F (ISBL Drums)"
181,1384655,12458174,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
182,1384656,12458176,20,14517,"105-D, 122-C1/2/3 (Ammonia Synthesis Converter)"
183,1384657,12458181,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
184,1384658,12458183,20,14517,106-F (Ammonia Separator)
185,1384659,12458189,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
186,1384660,12458191,20,14517,"107-F, 109-F, 132-F"
187,1384661,12458196,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
188,1384662,12458198,20,14517,"115/118/156/157-F (Drums, Sumps, Filter)"
189,1384663,12458199,20,14517,"2006-F, 2203-F, 2204-F, 2205-F"
190,1384664,12458201,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
191,1384665,12458203,20,14517,101-f (Steam Drum)
192,1384666,12458205,20,14517,107-D (Primary Reformer Effluent Transfer Line)
193,1384667,12458211,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
194,1384668,12458216,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
195,1384669,12458222,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
196,1384670,12458224,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>103-F CO2 Stripper Cond. KO Drum</FONT></BODY></HTML>"
197,1384671,12458229,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
198,1384672,12458231,20,14517,"106-D, 108-DA/DB, 109-DA/DB"
199,1384673,12458237,20,14517,Selected Siemens
200,1384674,12458248,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
201,1384675,12458253,20,14517,Selected MHI
202,1384676,12458257,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
203,1384677,12458260,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Using ISSP (Goulds) / Not Required</FONT></BODY></HTML>"
204,1384678,12458263,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Lean Solution Pumps 107-J</FONT></BODY></HTML>"
205,1384679,12458268,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
206,1384680,12458274,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
207,1384681,12458280,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
208,1384682,12458283,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
209,1384683,12458291,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
210,1384684,12458295,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
211,1384685,12458299,20,14517,Using ISSP (Goulds) / Not Required
212,1384686,12458302,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
213,1384687,12458309,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
214,1384688,12458316,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
215,1384689,12458323,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
216,1384690,12458328,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
217,1384691,12458334,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
218,1384692,12458336,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
219,1384693,12458343,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
220,1384694,12458350,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
221,1384695,12458355,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
222,1384696,12458367,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
223,1384697,12458375,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
224,1384698,12458382,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
225,1384699,12458389,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
226,1384700,12458396,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>WBS, PCOA, Supplier Addresses Need to address workgroup inputs into IPMS to support purchasing being able to let POs from IPMS</FONT></BODY></HTML>"
227,1384701,12458401,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
228,1384702,12458408,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
229,1384703,12458420,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
230,1384704,12458427,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
231,1384705,12458443,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
232,1384706,12458467,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
233,1384707,12458472,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
234,1384708,12458489,20,14517,103-D (Secondary Reformer)
235,1384709,12458495,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
236,1384710,12458498,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
237,1384711,12458501,20,14517,"<!DOCTYPE HTML PUBLIC """"-//W3C//DTD HTML 4.0 Transitional//EN""""><HTML><HEAD><META http-equiv=Content-Type content=""""text/html; charset=unicode""""><META content=""""MSHTML 6.00.3790.279"""" name=GENERATOR></HEAD><BODY bgColor=#ffffff><FONT size=2>Includes Ship to Dock; Load; Sea Freight; Unload Customs; Ship to Site</FONT></BODY></HTML>"
